total_revenue,operating_income,interest_expense_non_operating,pretax_income,income_taxes,net_income,diluted_shares_outstanding,date,symbol,ebit,ebitda,gross_income,total_assets,cash_only,total_liabilities,total_debt,total_equity,stockholders_equity,total_current_liabilities,cash_and_short_term_investments,total_cash_and_due_from_banks,total_non_current_assets,net_operating_cash_flow,free_cash_flow
40540000000.0,2260000000.0,-809310000.0,1390000000.0,-345010000.0,1050000000.0,7370.0,2020-12-31,NASI.JK,2260000000,3490000000,8730000000,21680000000.0,120300000.0,7920000000.0,4440000000.0,13760000000.0,13760000000.0,4939999999,120300000,,5270000000,-1490000000.0,-1819999999.0
45220000000.0,778930000.0,-28960000.0,775010000.0,-242350000.0,532669999.0,807400000.0,2021-12-31,NASI.JK,778930000,2180000000,8790000000,67760000000.0,16579999999.0,9210000000.0,4790000000.0,58550000000.0,58550000000.0,6900000000,17780000000,,24690000000,-6040000000.0,-23210000000.0
59040000000.0,1470000000.0,-136230000.0,1400000000.0,-367430000.0,1030000000.0,807400000.0,2022-12-31,NASI.JK,1470000000,2740000000,11130000000,70220000000.0,8529999999.0,10630000000.0,7000000000.0,59590000000.0,59590000000.0,9030000000,8529999999,,24120000000,-10670000000.0,-11620000000.0
79210000000.0,1190000000.0,-440810000.0,807250000.0,-445130000.0,362120000.0,807400000.0,2023-12-31,NASI.JK,1190000000,2920000000,10180000000,74150000000.0,9970000000.0,14150000000.0,11150000000.0,60000000000.0,60000000000.0,13200000000,9970000000,,23790000000,4400000000.0,4400000000.0
461930000000.0,2670000000.0,-15240000000.0,-15460000000.0,370760000.0,-14810000000.0,715000000.0,2019-12-31,PDES.JK,2670000000,39200000000,82880000000,451210000000.0,15550000000.0,253630000000.0,129889999999.0,197580000000.0,201270000000.0,66400000000,15550000000,,333900000000,-9760000000.0,-13990000000.0
73330000000.0,-95360000000.0,-12770000000.0,-104160000000.0,16770000000.0,-83350000000.0,715000000.0,2020-12-31,PDES.JK,-95360000000,-60470000000,-31180000000,339430000000.0,6650000000.0,244450000000.0,162440000000.0,94980000000.0,102090000000.0,113120000000,6650000000,,294490000000,-23860000000.0,-24450000000.0
9280000000.0,-52380000000.0,-11320000000.0,-75840000000.0,12850000000.0,-60590000000.0,715000000.0,2021-12-31,PDES.JK,-52380000000,-19780000000,-30440000000,287200000000.0,4510000000.0,254090000000.0,166890000000.0,33110000000.0,42870000000.0,111210000000,4510000000,,252930000000,-29590000000.0,-29600000000.0
150810000000.0,-5130000000.0,-9750000000.0,3290000000.0,-2140000000.0,-2290000000.0,715000000.0,2022-12-31,PDES.JK,-5130000000,14810000000,8340000000,266160000000.0,14420000000.0,230840000000.0,155780000000.0,35320000000.0,41650000000.0,105530000000,14420000000,,202820000000,3469999999.0,3469999999.0
368510000000.0,26180000000.0,-12970000000.0,37580000000.0,-2230000000.0,23900000000.0,715000000.0,2023-12-31,PDES.JK,26180000000,40370000000,59440000000,265920000000.0,26320000000.0,193810000000.0,150460000000.0,72110000000.0,66980000000.0,80990000000,26320000000,,183530000000,19540000000.0,17580000000.0
1480000000000.0,92000000000.0,-33189999999.0,63950000000.0,-22460000000.0,795750000.0,1120000000.0,2019-12-31,TRIS.JK,92000000000,130720000000,336810000000,1150000000000.0,86520000000.0,486630000000.0,335600000000.0,660610000000.0,444440000000.0,416680000000,86590000000,,389690000000,28510000000.0,-25520000000.0
1140000000000.0,35440000000.0,-34080000000.0,11880000000.0,-15870000000.0,-10610000000.0,3140000000.0,2020-12-31,TRIS.JK,35440000000,80380000000,216090000000,1070000000000.0,108290000000.0,424240000000.0,326350000000.0,644700000000.0,427910000000.0,362130000000,115620000000,,384930000000,86500000000.0,62130000000.0
1100000000000.0,48530000000.0,-23170000000.0,33540000000.0,-15520000000.0,4670000000.0,3140000000.0,2021-12-31,TRIS.JK,48530000000,89850000000,214570000000,1060000000000.0,92580000000.0,402100000000.0,236580000000.0,658640000000.0,431640000000.0,344960000000,100250000000,,353690000000,92400000000.0,75360000000.0
1500000000000.0,99160000000.0,-18900000000.0,91700000000.0,-27180000000.0,34159999999.0,3130000000.0,2022-12-31,TRIS.JK,99160000000,141040000000,323600000000,1180000000000.0,102820000000.0,465780000000.0,250860000000.0,712020000000.0,460970000000.0,409730000000,109940000000,,361150000000,71060000000.0,32670000000.0
1470000000000.0,93610000000.0,-17340000000.0,91050000000.0,-22880000000.0,38090000000.0,3110000000.0,2023-12-31,TRIS.JK,93610000000,137880000000,347020000000,1170000000000.0,110640000000.0,444850000000.0,242430000000.0,724740000000.0,466480000000.0,384510000000,119900000000,,363700000000,117020000000.0,69080000000.0
118920000000.0,1120000000.0,-41670000.0,5300000000.0,-1359999999.0,5160000000.0,331130000.0,2019-12-31,DPNS.JK,1120000000,3010000000,25290000000,318140000000.0,75110000000.0,36040000000.0,0.0,282100000000.0,246450000000.0,8539999999,106840000000,,132870000000,5840000000.0,4570000000.0
96640000000.0,-1080000000.0,-47770000.0,4460000000.0,-2060000000.0,3820000000.0,331130000.0,2020-12-31,DPNS.JK,-1080000000,324180000,20090000000,317310000000.0,82020000000.0,32490000000.0,0.0,284820000000.0,250570000000.0,885860000,125820000000,,132660000000,15970000000.0,15750000000.0
147210000000.0,20740000000.0,-68500000.0,28190000000.0,-5460000000.0,23880000000.0,331130000.0,2021-12-31,DPNS.JK,20740000000,22390000000,45710000000,362240000000.0,83300000000.0,54290000000.0,0.0,307960000000.0,274750000000.0,23890000000,126870000000,,136310000000,3610000000.0,-1230000000.0
200910000000.0,25210000000.0,-84520000.0,34550000000.0,-7120000000.0,28620000000.0,331130000.0,2022-12-31,DPNS.JK,25210000000,27270000000,56100000000,405680000000.0,30800000000.0,75720000000.0,0.0,329960000000.0,297660000000.0,29860000000,148710000000,,149680000000,24190000000.0,23180000000.0
116200000000.0,9760000000.0,-53010000.0,19240000000.0,-2940000000.0,17170000000.0,331130000.0,2023-12-31,DPNS.JK,9760000000,11360000000,34180000000,347050000000.0,56350000000.0,15280000000.0,0.0,331770000000.0,331770000000.0,7560000000,183670000000,,93930000000,33280000000.0,32950000000.0
3610000000.0,-55190000000.0,-4730000.0,-55240000000.0,-9650000.0,-55260000000.0,2120000000.0,2019-12-31,HADE.JK,-55190000000,-54560000000,769480000,17860000000.0,1160000000.0,2220000000.0,0.0,15640000000.0,10070000000.0,777600000,2410000000,,13360000000,856680000.0,130039999.0
3710000000.0,-2320000000.0,-3850000.0,-2310000000.0,-132610000.0,-1760000000.0,2120000000.0,2020-12-31,HADE.JK,-2320000000,-1630000000,549530000,15600000000.0,1190000000.0,1819999999.0,0.0,13780000000.0,8630000000.0,757250000,2440000000,,11740000000,84610000.0,29430000.0
3820000000.0,-430460000.0,-4139999.0,-421360000.0,108730000.0,-146790000.0,2120000000.0,2021-12-31,HADE.JK,-430460000,217420000,728010000,15460000000.0,1250000000.0,1960000000.0,0.0,13500000000.0,8500000000.0,788400000,2500000000,,11250000000,65569999.0,57210000.0
3920000000.0,-192590000.0,0.0,-198150000.0,-84040000.0,-165900000.0,2120000000.0,2022-12-31,HADE.JK,-192590000,439400000,885570000,14990000000.0,1270000000.0,1760000000.0,0.0,13230000000.0,8340000000.0,707660000,2520000000,,10720000000,145530000.0,19240000.0
4019999999.0,-632820000.0,0.0,-661240000.0,-16290000.0,-445400000.0,2120000000.0,2023-12-31,HADE.JK,-632820000,16550000,697630000,14370000000.0,972700000.0,1839999999.0,0.0,12530000000.0,7880000000.0,622520000,2220000000,,10260000000,-150040000.0,-295590000.0
476790000000.0,18110000000.0,-10450000000.0,11030000000.0,-2570000000.0,8449999999.0,1859999999.0,2019-12-31,DSFI.JK,18110000000,27430000000,50870000000,391690000000.0,7020000000.0,194660000000.0,115710000000.0,197040000000.0,196880000000.0,150660000000,19020000000,,166410000000,13590000000.0,8359999999.0
365870000000.0,1490000000.0,-8670000000.0,-7000000000.0,1130000000.0,-5820000000.0,1859999999.0,2020-12-31,DSFI.JK,1490000000,9930000000,32060000000,375100000000.0,8210000000.0,181720000000.0,89860000000.0,193380000000.0,193270000000.0,152250000000,15210000000,,161390000000,6550000000.0,5920000000.0
532520000000.0,25890000000.0,-6720000000.0,18260000000.0,-3690000000.0,14550000000.0,1859999999.0,2021-12-31,DSFI.JK,25890000000,33659999999,78840000000,391920000000.0,7900000000.0,180510000000.0,84050000000.0,211410000000.0,211280000000.0,151590000000,14900000000,,158140000000,7320000000.0,5500000000.0
552370000000.0,29330000000.0,-5900000000.0,25760000000.0,-4380000000.0,21360000000.0,1859999999.0,2022-12-31,DSFI.JK,29330000000,36360000000,90090000000,390820000000.0,15710000000.0,154540000000.0,82570000000.0,236280000000.0,236140000000.0,125520000000,22710000000,,158220000000,11730000000.0,8650000000.0
559600000000.0,22800000000.0,-6730000000.0,15580000000.0,-3500000000.0,12080000000.0,1859999999.0,2023-12-31,DSFI.JK,22800000000,29490000000,70310000000,411940000000.0,14140000000.0,161440000000.0,85820000000.0,250500000000.0,250340000000.0,130430000000,21140000000,,160010000000,1000000000.0,-3210000000.0
2220000000000.0,14650000000.0,-866150000.0,9940000000.0,-2590000000.0,7190000000.0,507670000.0,2019-12-31,ALKA.JK,14650000000,18610000000,51040000000,604820000000.0,284100000000.0,500030000000.0,306380000.0,104790000000.0,99670000000.0,498180000000,284100000000,,18560000000,233260000000.0,228730000000.0
2040000000000.0,19110000000.0,-5460000.0,8180000000.0,-1490000000.0,7230000000.0,507670000.0,2020-12-31,ALKA.JK,19110000000,21090000000,46250000000,418630000000.0,181130000000.0,313430000000.0,437120000.0,105200000000.0,101300000000.0,313060000000,181130000000,,10680000000,-106770000000.0,-107390000000.0
3469999999999.0,21680000000.0,-10110000.0,17260000000.0,182960000.0,18810000000.0,507670000.0,2021-12-31,ALKA.JK,21680000000,22760000000,41990000000,499390000000.0,248480000000.0,370570000000.0,238010000.0,128820000000.0,125330000000.0,368950000000,248480000000,,11280000000,67120000000.0,65739999999.0
4130000000000.0,56100000000.0,-151300000.0,48540000000.0,-503530000.0,48010000000.0,507670000.0,2022-12-31,ALKA.JK,56100000000,57030000000,70680000000,638950000000.0,427980000000.0,455180000000.0,77200000.0,183770000000.0,176190000000.0,454370000000,427980000000,,12580000000,177710000000.0,176380000000.0
1890000000000.0,35040000000.0,-1320000000.0,43300000000.0,-1280000000.0,41970000000.0,507670000.0,2023-12-31,ALKA.JK,35040000000,35950000000,58660000000,339740000000.0,316110000000.0,131389999999.0,135000000.0,208360000000.0,208790000000.0,128979999999,316110000000,,12320000000,-110590000000.0,-111040000000.0
1839999999999.0,138400000000.0,-26580000000.0,181990000000.0,-69330000000.0,112650000000.0,3600000.0,2019-12-31,SCPI.JK,138400000000,159780000000,300930000000,1420000000000.0,27840000000.0,800700000000.0,574950000000.0,617000000000.0,617000000000.0,187600000000,27840000000,,302900000000,394390000000.0,366070000000.0
2890000000000.0,270430000000.0,-22400000000.0,288690000000.0,-70320000000.0,218360000000.0,3600000.0,2020-12-31,SCPI.JK,270430000000,294930000000,425280000000,1600000000000.0,44490000000.0,766070000000.0,351950000000.0,832210000000.0,832210000000.0,740610000000,44490000000,,485290000000,278370000000.0,239650000000.0
2160000000000.0,155860000000.0,-5110000000.0,166100000000.0,-47410000000.0,118690000000.0,3600000.0,2021-12-31,SCPI.JK,155860000000,181780000000,211320000000,1210000000000.0,151070000000.0,239610000000.0,9580000000.0,972550000000.0,972550000000.0,204350000000,151070000000,,448280000000,461430000000.0,439730000000.0
2340000000000.0,218300000000.0,-1090000000.0,227550000000.0,-52770000000.0,174780000000.0,3600000.0,2022-12-31,SCPI.JK,218300000000,245390000000,260950000000,1359999999999.0,164080000000.0,376090000000.0,7750000000.0,985340000000.0,985340000000.0,343780000000,164080000000,,301360000000,188340000000.0,176110000000.0
2750000000000.0,239660000000.0,-953700000.0,239400000000.0,-51690000000.0,187700000000.0,3600000.0,2023-12-31,SCPI.JK,239660000000,277570000000,295830000000,1420000000000.0,123150000000.0,580900000000.0,5670000000.0,840450000000.0,840450000000.0,543200000000,123150000000,,274720000000,313680000000.0,287770000000.0
18420000000.0,4330000000.0,-24790000.0,4300000000.0,-1030000000.0,3270000000.0,3440000000.0,2019-12-31,AWAN.JK,4330000000,4360000000,8180000000,6430000000.0,177070000.0,3350000000.0,705370000.0,3080000000.0,3080000000.0,3130000000,177070000,,1130000000,1720000000.0,1680000000.0
31450000000.0,7850000000.0,-26990000.0,7850000000.0,-1900000000.0,7080000000.0,3440000000.0,2020-12-31,AWAN.JK,7850000000,8150000000,13410000000,15140000000.0,1550000000.0,8130000000.0,3240000.0,7010000000.0,7010000000.0,4540000000,1550000000,,4580000000,9920000000.0,6300000000.0
28490000000.0,8130000000.0,-17910000.0,8119999999.0,-2330000000.0,9320000000.0,3440000000.0,2021-12-31,AWAN.JK,8130000000,9140000000,16450000000,17840000000.0,213830000.0,10080000000.0,835150000.0,7770000000.0,7770000000.0,2310000000,213830000,,5630000000,4850000000.0,4450000000.0
27210000000.0,5390000000.0,-42140000.0,5350000000.0,-2049999999.0,7450000000.0,3440000000.0,2022-12-31,AWAN.JK,5390000000,6810000000,17780000000,24610000000.0,7510000000.0,3860000000.0,1010000000.0,20750000000.0,20750000000.0,2260000000,7510000000,,9010000000,5200000000.0,-1640000000.0
31790000000.0,811990000.0,-426380000.0,1750000000.0,-1130000000.0,624960000.0,3110000000.0,2023-12-31,AWAN.JK,811990000,4630000000,18880000000,97710000000.0,29450000000.0,6400000000.0,1110000000.0,91320000000.0,91320000000.0,3480000000,29450000000,,46240000000,-14220000000.0,-37630000000.0
1220000000000.0,40630000000.0,-19960000000.0,18380000000.0,-6480000000.0,11900000000.0,1290000000.0,2019-12-31,ERTX.JK,40630000000,62220000000,110630000000,991530000000.0,39170000000.0,719950000000.0,550040000000.0,271579999999.0,271560000000.0,481720000000,39170000000,,472170000000,-10140000000.0,-58630000000.0
1100000000000.0,6350000000.0,-19970000000.0,-11080000000.0,-3030000000.0,-14110000000.0,1290000000.0,2020-12-31,ERTX.JK,6350000000,32290000000,86200000000,963330000000.0,48080000000.0,707020000000.0,527049999999.0,256310000000.0,256290000000.0,477070000000,48080000000,,476760000000,63750000000.0,39190000000.0
1340000000000.0,49850000000.0,-22520000000.0,27870000000.0,-5240000000.0,22640000000.0,1290000000.0,2021-12-31,ERTX.JK,49850000000,76110000000,95160000000,1050000000000.0,56820000000.0,761480000000.0,592100000000.0,283820000000.0,283800000000.0,505890000000,56820000000,,495860000000,-15060000000.0,-47260000000.0
1630000000000.0,98350000000.0,-27870000000.0,74730000000.0,-16570000000.0,58160000000.0,1290000000.0,2022-12-31,ERTX.JK,98350000000,125770000000,155990000000,1240000000000.0,17580000000.0,872220000000.0,653350000000.0,365980000000.0,365960000000.0,589270000000,17580000000,,543000000000,-16920000000.0,-47620000000.0
1839999999999.0,95550000000.0,-42780000000.0,50630000000.0,-9040000000.0,41590000000.0,1290000000.0,2023-12-31,ERTX.JK,95550000000,126060000000,179550000000,1240000000000.0,53410000000.0,855180000000.0,622530000000.0,386040000000.0,386030000000.0,538100000000,53410000000,,553390000000,119290000000.0,74020000000.0
124580000000.0,-6440000000.0,-1930000000.0,-6480000000.0,-375450000.0,-6860000000.0,350000000.0,2019-12-31,LRNA.JK,-6440000000,21520000000,28380000000,304130000000.0,16550000000.0,42960000000.0,15220000000.0,261170000000.0,261170000000.0,16649999999,16550000000,,266160000000,29350000000.0,19950000000.0
65050000000.0,-40770000000.0,-1700000000.0,-38760000000.0,-4269999999.0,-43030000000.0,350000000.0,2020-12-31,LRNA.JK,-40770000000,-10570000000,-12830000000,271380000000.0,886460000.0,53230000000.0,17590000000.0,218160000000.0,218160000000.0,24270000000,886460000,,251980000000,-3050000000.0,-6890000000.0
70200000000.0,-24670000000.0,-1440000000.0,-23260000000.0,-3200000000.0,-26470000000.0,350000000.0,2021-12-31,LRNA.JK,-24670000000,4660000000,-4269999999,240170000000.0,1020000000.0,48140000000.0,11930000000.0,192030000000.0,192030000000.0,19200000000,1020000000,,220840000000,1910000000.0,1090000000.0
93100000000.0,-19380000000.0,-1240000000.0,-18040000000.0,-3270000000.0,-21310000000.0,350000000.0,2022-12-31,LRNA.JK,-19380000000,9690000000,4740000000,225380000000.0,1190000000.0,54680000000.0,15250000000.0,170710000000.0,170710000000.0,23690000000,1190000000,,207710000000,10560000000.0,6960000000.0
92960000000.0,-2490000000.0,-1080000000.0,-438720000.0,-338480000.0,-777200000.0,350000000.0,2023-12-31,LRNA.JK,-2490000000,3890000000,23320000000,359300000000.0,986480000.0,52720000000.0,12380000000.0,306580000000.0,306580000000.0,21340000000,986480000,,341250000000,6110000000.0,2280000000.0
126740000000.0,15070000000.0,-14760000000.0,3600000000.0,-3450000000.0,-2270000000.0,12310000000.0,2019-12-31,MAMI.JK,15070000000.0,32030000000.0,35340000000.0,1760000000000.0,14360000000.0,397490000000.0,306560000000.0,1359999999999.0,1340000000000.0,126680000000.0,14360000000.0,,1510000000000.0,232240000000.0,122240000000.0
41710000000.0,-24060000000.0,-32640000000.0,-81230000000.0,18380000000.0,-60500000000.0,12310000000.0,2020-12-31,MAMI.JK,-24060000000.0,-12000000000.0,-2660000000.0,1790000000000.0,4080000000.0,485070000000.0,312930000000.0,1300000000000.0,1280000000000.0,165900000000.0,4080000000.0,,1540000000000.0,-55680000000.0,-73610000000.0
42590000000.0,-10890000000.0,-38960000000.0,-46140000000.0,9290000000.0,-36210000000.0,12310000000.0,2021-12-31,MAMI.JK,-10890000000.0,-2490000000.0,8390000000.0,1780000000000.0,4830000000.0,510840000000.0,303600000000.0,1270000000000.0,1250000000000.0,200180000000.0,4830000000.0,,1540000000000.0,-13190000000.0,-13190000000.0
,,,,,,,2022-12-31,MAMI.JK,,,,,,,,,,,,,,,
,,,,,,,2023-12-31,MAMI.JK,,,,,,,,,,,,,,,
84940000000.0,-1150000000.0,-31330000.0,2120000000.0,-1380000000.0,739720000.0,591830000.0,2019-12-31,INTD.JK,-1150000000,-379280000,19010000000,49420000000.0,7440000000.0,8109999999.0,408500000.0,41310000000.0,41310000000.0,2719999999,7440000000,,5860000000,-2450000000.0,-2460000000.0
51420000000.0,-4059999999.0,-29940000.0,-3280000000.0,-2310000000.0,-5580000000.0,591830000.0,2020-12-31,INTD.JK,-4059999999,-3220000000,8770000000,42080000000.0,15900000000.0,6400000000.0,143240000.0,35680000000.0,35680000000.0,1200000000,15900000000,,3300000000,8610000000.0,8600000000.0
59270000000.0,1200000000.0,-28960000.0,3530000000.0,-526669999.0,3000000000.0,591830000.0,2021-12-31,INTD.JK,1200000000,1940000000,12540000000,44190000000.0,25700000000.0,5300000000.0,0.0,38890000000.0,38890000000.0,1430000000,25700000000,,2540000000,9800000000.0,9770000000.0
43210000000.0,-794390000.0,0.0,1390000000.0,-387070000.0,1000000000.0,591830000.0,2022-12-31,INTD.JK,-794390000,-360560000,10950000000,44090000000.0,21600000000.0,3830000000.0,0.0,40260000000.0,40260000000.0,1450000000,21600000000,,1580000000,-4820000000.0,-4840000000.0
43830000000.0,-2040000000.0,0.0,-935200000.0,349170000.0,-586030000.0,591830000.0,2023-12-31,INTD.JK,-2040000000,-1690000000,9360000000,42440000000.0,14170000000.0,2790000000.0,0.0,39650000000.0,39660000000.0,380220000,14170000000,,2230000000,-7600000000.0,-7620000000.0
281110000000.0,17890000000.0,-10080000000.0,3080000000.0,-1819999999.0,1250000000.0,588000000.0,2019-12-31,TIRA.JK,17890000000,22420000000,95400000000,340070000000.0,8210000000.0,173460000000.0,81620000000.0,166610000000.0,161810000000.0,127040000000,8210000000,,152740000000,-3010000000.0,-3630000000.0
251140000000.0,5820000000.0,-9130000000.0,1030000000.0,1340000000.0,2360000000.0,588000000.0,2020-12-31,TIRA.JK,5820000000,12850000000,84160000000,344960000000.0,8289999999.0,182780000000.0,104650000000.0,162180000000.0,162180000000.0,126020000000,10320000000,,173420000000,-5610000000.0,-11010000000.0
239460000000.0,13940000000.0,-9500000000.0,-5800000000.0,2410000000.0,-3390000000.0,588000000.0,2021-12-31,TIRA.JK,13940000000,20490000000,80470000000,350930000000.0,10490000000.0,185610000000.0,113820000000.0,165310000000.0,165310000000.0,139770000000,12520000000,,177910000000,-7060000000.0,-10450000000.0
285150000000.0,19000000000.0,-9840000000.0,3710000000.0,-1490000000.0,2220000000.0,588000000.0,2022-12-31,TIRA.JK,19000000000,25450000000,93290000000,351090000000.0,12550000000.0,183690000000.0,101120000000.0,167400000000.0,167400000000.0,136729999999,14590000000,,181880000000,11300000000.0,9030000000.0
259870000000.0,12590000000.0,-10140000000.0,1690000000.0,-437660000.0,1260000000.0,588000000.0,2023-12-31,TIRA.JK,12590000000,16920000000,89950000000,345920000000.0,6360000000.0,178080000000.0,84400000000.0,167850000000.0,167850000000.0,127820000000,8390000000,,189480000000,28890000000.0,22260000000.0
2160000000000.0,48980000000.0,-58130000000.0,50320000000.0,-12690000000.0,37630000000.0,382330000.0,2019-12-31,GLVA.JK,48980000000,58990000000,214740000000,934940000000.0,50430000000.0,769400000000.0,542200000000.0,165540000000.0,165540000000.0,763990000000,50430000000,,32290000000,1050000000000.0,1050000000000.0
1930000000000.0,54750000000.0,-44560000000.0,40400000000.0,-9950000000.0,30450000000.0,1500000000.0,2020-12-31,GLVA.JK,54750000000,64980000000,209700000000,470860000000.0,63570000000.0,272000000000.0,183060000000.0,198850000000.0,198850000000.0,264500000000,63570000000,,33560000000,908230000000.0,907330000000.0
1750000000000.0,48530000000.0,-15240000000.0,51420000000.0,-11720000000.0,39690000000.0,1500000000.0,2021-12-31,GLVA.JK,48530000000,62300000000,193920000000,619390000000.0,109810000000.0,389640000000.0,191450000000.0,229750000000.0,229750000000.0,384200000000,109810000000,,52550000000,995120000000.0,962260000000.0
2330000000000.0,95150000000.0,-30290000000.0,117330000000.0,-26940000000.0,79310000000.0,1500000000.0,2022-12-31,GLVA.JK,95150000000,116030000000,246960000000,920340000000.0,120940000000.0,582250000000.0,392000000000.0,338100000000.0,296960000000.0,544900000000,120940000000,,86330000000,1330000000000.0,1290000000000.0
2060000000000.0,97380000000.0,-32710000000.0,102160000000.0,-23820000000.0,73140000000.0,1500000000.0,2023-12-31,GLVA.JK,97380000000,126200000000,274370000000,931720000000.0,106500000000.0,539289999999.0,393100000000.0,392430000000.0,346100000000.0,511720000000,106500000000,,87410000000,1220000000000.0,1190000000000.0
133550000000.0,7770000000.0,-67980000.0,9520000000.0,-2520000000.0,7000000000.0,715750000.0,2019-12-31,LUCK.JK,7770000000,15580000000,28990000000,187030000000.0,19310000000.0,52930000000.0,194050000.0,134100000000.0,134050000000.0,45160000000,26200000000,,80240000000,15500000000.0,-5550000000.0
99250000000.0,-4760000000.0,-62530000.0,-3860000000.0,960560000.0,-2890000000.0,715750000.0,2020-12-31,LUCK.JK,-4760000000,6630000000,18410000000,154850000000.0,13120000000.0,28170000000.0,3050000000.0,126670000000.0,126630000000.0,19460000000,16120000000,,81760000000,2830000000.0,-9360000000.0
102320000000.0,105730000.0,-303880000.0,33030000.0,285120000.0,301350000.0,715750000.0,2021-12-31,LUCK.JK,105730000,16440000000,21020000000,165180000000.0,18050000000.0,29860000000.0,5410000000.0,135320000000.0,135259999999.0,21120000000,21050000000,,86240000000,13920000000.0,2580000000.0
136370000000.0,3890000000.0,-921890000.0,3420000000.0,-2100000000.0,1290000000.0,715750000.0,2022-12-31,LUCK.JK,3890000000,16180000000,31160000000,174740000000.0,35230000000.0,38370000000.0,19290000000.0,136370000000.0,136289999999.0,29160000000,38230000000,,71540000000,3750000000.0,2860000000.0
106700000000.0,-247580000.0,-454430000.0,286460000.0,-125320000.0,183570000.0,715750000.0,2023-12-31,LUCK.JK,-247580000,10880000000,23670000000,174610000000.0,46280000000.0,38010000000.0,16790000000.0,136590000000.0,136539999999.0,28610000000,46280000000,,65170000000,15420000000.0,10060000000.0
197510000000.0,13630000000.0,-2480000000.0,11760000000.0,-4960000000.0,6750000000.0,697270000.0,2019-12-31,KOPI.JK,13630000000,23130000000,53550000000,148800000000.0,5030000000.0,62160000000.0,20380000000.0,86630000000.0,85930000000.0,55780000000,5030000000,,75840000000,16510000000.0,7870000000.0
198520000000.0,8620000000.0,-2730000000.0,4110000000.0,-3180000000.0,888850000.0,697270000.0,2020-12-31,KOPI.JK,8620000000,17740000000,42900000000,185400000000.0,10040000000.0,98040000000.0,22140000000.0,87370000000.0,86630000000.0,87770000000,10040000000,,73530000000,5620000000.0,-1310000000.0
188480000000.0,9310000000.0,-2680000000.0,4440000000.0,-2590000000.0,1810000000.0,697270000.0,2021-12-31,KOPI.JK,9310000000,18110000000,44440000000,139180000000.0,2780000000.0,49550000000.0,20630000000.0,89630000000.0,88870000000.0,43020000000,2780000000,,71520000000,2690000000.0,-4490000000.0
184210000000.0,8880000000.0,-3450000000.0,11220000000.0,-4280000000.0,6870000000.0,697270000.0,2022-12-31,KOPI.JK,8880000000,18450000000,45980000000,257589999999.0,12930000000.0,159710000000.0,84290000000.0,97880000000.0,97040000000.0,62930000000,12930000000,,167940000000,22340000000.0,-84030000000.0
181080000000.0,8470000000.0,-2009999999.0,7010000000.0,-4580000000.0,2380000000.0,697270000.0,2023-12-31,KOPI.JK,8470000000,15660000000,43540000000,345240000000.0,6590000000.0,244810000000.0,136699999999.0,100430000000.0,99550000000.0,107030000000,6590000000,,252630000000,25170000000.0,-65209999999.0
1090000000000.0,28290000000.0,-18110000000.0,12650000000.0,5890000000.0,18540000000.0,2420000000.0,2019-12-31,DAYA.JK,28290000000,110360000000,295630000000,730500000000.0,68770000000.0,560810000000.0,179630000000.0,169690000000.0,169690000000.0,411740000000,68770000000,,409020000000,145750000000.0,63040000000.0
886240000000.0,-23630000000.0,-22660000000.0,-45980000000.0,-2830000000.0,-48820000000.0,2420000000.0,2020-12-31,DAYA.JK,-23630000000,86370000000,221240000000,708530000000.0,77290000000.0,588390000000.0,244550000000.0,120140000000.0,120140000000.0,460170000000,77290000000,,393790000000,20940000000.0,-18580000000.0
971300000000.0,-11120000000.0,-31890000000.0,-47420000000.0,-4290000000.0,-51710000000.0,2420000000.0,2021-12-31,DAYA.JK,-11120000000,108650000000,247010000000,689120000000.0,62510000000.0,617180000000.0,331130000000.0,71940000000.0,71940000000.0,510580000000,62510000000,,346240000000,-38940000000.0,-58400000000.0
1160000000000.0,-9460000000.0,-28100000000.0,-38940000000.0,-1090000000.0,-40020000000.0,2420000000.0,2022-12-31,DAYA.JK,-9460000000,121190000000,298610000000,687500000000.0,70030000000.0,653460000000.0,269860000000.0,34040000000.0,34040000000.0,574580000000,70030000000,,281380000000,125010000000.0,84410000000.0
1550000000000.0,12270000000.0,-21740000000.0,-7650000000.0,-8539999999.0,-16190000000.0,2420000000.0,2023-12-31,DAYA.JK,12270000000,137160000000,392520000000,689740000000.0,114400000000.0,672140000000.0,147470000000.0,17610000000.0,17610000000.0,593180000000,114400000000,,256600000000,285930000000.0,250570000000.0
177790000000.0,-18360000000.0,-197970000.0,-18600000000.0,349600000.0,-18250000000.0,96000000.0,2019-12-31,LMSH.JK,-18360000000,-15400000000,-7180000000,147090000000.0,19710000000.0,33460000000.0,4000000000.0,113640000000.0,113640000000.0,21460000000,26630000000,,67250000000,-5610000000.0,-6670000000.0
124810000000.0,-7240000000.0,-355560000.0,-7490000000.0,-574240000.0,-8070000000.0,96000000.0,2020-12-31,LMSH.JK,-7240000000,-4210000000,2590000000,143490000000.0,20500000000.0,35130000000.0,5000000000.0,108350000000.0,108350000000.0,23270000000,27610000000,,63540000000,782080000.0,-160970000.0
