total_revenue,operating_income,interest_expense_non_operating,pretax_income,income_taxes,net_income,diluted_shares_outstanding,date,symbol,ebit,ebitda,gross_income,total_assets,cash_only,total_liabilities,total_debt,total_equity,stockholders_equity,total_current_liabilities,cash_and_short_term_investments,total_cash_and_due_from_banks,total_non_current_assets,net_operating_cash_flow,free_cash_flow
99850000000,5820000000,-392730000.0,7590000000,-2370000000,5220000000,1359999999,2024-06-30,APLI.JK,5820000000,13220000000,16640000000,491860000000.0,109560000000.0,145260000000.0,29820000000.0,346600000000.0,346710000000.0,78130000000,109560000000,,262200000000,1750000000,-2000000000.0
12220000000,-69580000,0.0,-52240000,1310000,-50940000,1000000000,2022-09-30,JMAS.JK,,,,259850000000.0,27740000000.0,142670000000.0,0.0,117180000000.0,117180000000.0,,,,,-17520000000,-17660000000.0
14580000000,183660000,0.0,-380850000,-582880000,-963730000,1000000000,2022-12-31,JMAS.JK,,,,261600000000.0,18450000000.0,145170000000.0,0.0,116430000000.0,116430000000.0,,,,,-2140000000,-3390000000.0
14830000000,995170000,0.0,1040000000,-26090000,1020000000,955960000,2023-03-31,JMAS.JK,,,,270730000000.0,20140000000.0,163100000000.0,0.0,117860000000.0,117860000000.0,,,,,-8600000000,-9860000000.0
24650000000,1240000000,0.0,1240000000,-31110000,1210000000,1000000000,2023-06-30,JMAS.JK,,,,317820000000.0,12370000000.0,197940000000.0,0.0,119880000000.0,119880000000.0,,,,,35380000000,35410000000.0
16480000000,2009999999,0.0,1420000000,-35380000,1380000000,1000000000,2023-09-30,JMAS.JK,,,,294620000000.0,6240000000.0,173040000000.0,0.0,121590000000.0,121590000000.0,,,,,-41250000000,-41330000000.0
16680000000,2340000000,0.0,-99200000,-984280000,-1080000000,1000000000,2023-12-31,JMAS.JK,,,,273010000000.0,7430000000.0,152800000000.0,0.0,120210000000.0,120210000000.0,,,,,-23430000000,-23690000000.0
19140000000,1200000000,0.0,1250000000,-31210000,1220000000,1000000000,2024-03-31,JMAS.JK,,,,295120000000.0,10180000000.0,173700000000.0,0.0,121420000000.0,121420000000.0,,,,,-9710000000,-9900000000.0
149180000000,-2510000000,-3960000000.0,-4179999999,-827010000,-4300000000,7250000000,2022-12-31,BELL.JK,-2510000000,5660000000,38070000000,525780000000.0,19660000000.0,264350000000.0,154130000000.0,261430000000.0,225580000000.0,225220000000,19740000000,,181810000000,31690000000,22070000000.0
111430000000,7990000000,-2960000000.0,4580000000,-476700000,2840000000,7250000000,2023-03-31,BELL.JK,7990000000,12980000000,33490000000,541539999999.0,13360000000.0,276980000000.0,148890000000.0,264560000000.0,228320000000.0,236720000000,13430000000,,175500000000,5050000000,-1070000000.0
126010000000,9640000000,-2930000000.0,7500000000,-1370000000,4990000000,7240000000,2023-06-30,BELL.JK,9640000000,14110000000,40600000000,538480000000.0,9020000000.0,271980000000.0,149420000000.0,266500000000.0,229380000000.0,231280000000,9090000000,,170490000000,-2870000000,2650000000.0
122010000000,4820000000,-3690000000.0,2850000000,-918980000,958460000,7240000000,2023-09-30,BELL.JK,4820000000,12320000000,31070000000,522169999999.0,8460000000.0,255170000000.0,149010000000.0,267000000000.0,229860000000.0,212380000000,8529999999,,164250000000,9590000000,8830000000.0
179140000000,3190000000,-3760000000.0,2210000000,-2900000000,-22110000,7230000000,2023-12-31,BELL.JK,3190000000,9200000000,48370000000,530039999999.0,11840000000.0,264790000000.0,156990000000.0,265250000000.0,228940000000.0,229370000000,11920000000,,167060000000,5230000000,-10480000000.0
135479999999,12510000000,-3510000000.0,8930000000,-2300000000,5600000000,7240000000,2024-03-31,BELL.JK,12510000000,19050000000,42150000000,562190000000.0,14880000000.0,290320000000.0,160480000000.0,271870000000.0,234540000000.0,253820000000,14960000000,,168030000000,5350000000,-676060000.0
145870000000,8840000000,-3420000000.0,5730000000,-2089999999,2220000000,7220000000,2024-06-30,BELL.JK,8840000000,13920000000,44570000000,575330000000.0,10710000000.0,303920000000.0,179000000000.0,271410000000.0,233950000000.0,250300000000,10780000000,,177810000000,231460000,-17750000000.0
859800000000,-25340000000,-176950000.0,-25300000000,1960000000,-23160000000,1520000000,2022-12-31,HDIT.JK,-25340000000,,-12140000000,354520000000.0,161590000.0,23810000000.0,5000000000.0,330710000000.0,326090000000.0,15020000000,161590000,,68209999999,-8250000000,-7250000000.0
497350000000,-1340000000,-77640.0,-1340000000,0,-1340000000,1520000000,2023-03-31,HDIT.JK,-1340000000,723690000.0,7700000000,354130000000.0,133660000.0,24760000000.0,3170000000.0,329370000000.0,324750000000.0,13970000000,133660000,,63920000000,5350000000,5350000000.0
575950000000,3820000000,,3840000000,0,3840000000,1520000000,2023-06-30,HDIT.JK,3820000000,5740000000.0,7740000000,366090000000.0,170490000.0,32890000000.0,5000000000.0,333210000000.0,328580000000.0,13100000000,170490000,,64239999999,-14550000000,-14560000000.0
817250000000,750450000,-1589999.0,778890000,0,778890000,1520000000,2023-09-30,HDIT.JK,750450000,2680000000.0,1970000000,384770000000.0,151330000.0,50780000000.0,5000000000.0,333980000000.0,329360000000.0,27450000000,151330000,,62310000000,-1020000000,-1020000000.0
263980000000,-45540000000,-2130000.0,-45480000000,43510000,-45410000000,1520000000,2023-12-31,HDIT.JK,-45540000000,-44050000000.0,-23850000000,348030000000.0,44790000.0,59310000000.0,5000000000.0,288730000000.0,284130000000.0,34340000000,44790000,,60820000000,-1640000000,-1640000000.0
8850000000,-1660000000,,-1660000000,0,-1660000000,1520000000,2024-03-31,HDIT.JK,-1660000000,-249630000.0,-1410000000,341660000000.0,42540000.0,54590000000.0,5000000000.0,287070000000.0,282470000000.0,29630000000,42540000,,59400000000,-2250000,-2250000.0
6810000000,-2990000000,,-2990000000,0,-2990000000,1520000000,2024-06-30,HDIT.JK,-2990000000,-1569999999.0,-1410000000,340170000000.0,32920000.0,56090000000.0,5000000000.0,284080000000.0,279480000000.0,29630000000,32920000,,57990000000,-9630000,-9630000.0
17240000000,770610000,-64030000.0,693560000,-367430000,326130000,807400000,2022-12-31,NASI.JK,770610000,870230000,3490000000,70220000000.0,8529999999.0,10630000000.0,7000000000.0,59590000000.0,59590000000.0,9030000000,8529999999,,24120000000,234650000,-677650000.0
15290000000,231480000,-19040000.0,212930000,0,212930000,807400000,2023-03-31,NASI.JK,231480000,578560000,2260000000,69330000000.0,8580000000.0,9530000000.0,6810000000.0,59800000000.0,59800000000.0,8109999999,8580000000,,23770000000,249150000,
18130000000,180590000,-90860000.0,90270000,0,90270000,807400000,2023-06-30,NASI.JK,180590000,527679999,2440000000,70420000000.0,9240000000.0,10530000000.0,7600000000.0,59890000000.0,59890000000.0,9240000000,9240000000,,23780000000,221890000,
18940000000,121790000,,120850000,0,120850000,807400000,2023-09-30,NASI.JK,121790000,771060000,2350000000,71580000000.0,8890000000.0,11570000000.0,8560000000.0,60010000000.0,60010000000.0,10500000000,8890000000,,23520000000,-927330000,
26850000000,645140000,-330910000.0,383200000,-445130000,-61930000,807400000,2023-12-31,NASI.JK,645140000,1030000000,3460000000,74150000000.0,9970000000.0,14150000000.0,11150000000.0,60000000000.0,60000000000.0,13200000000,9970000000,,23790000000,4850000000,4850000000.0
22970000000,568110000,-324240000.0,190140000,0,190140000,807400000,2024-03-31,NASI.JK,568110000,954730000,3140000000,74580000000.0,9770000000.0,14380000000.0,11160000000.0,60190000000.0,60190000000.0,13610000000,9770000000,,23410000000,-1560000000,
22710000000,591090000,-375660000.0,166080000,0,166080000,807400000,2024-06-30,NASI.JK,591090000,952130000,3010000000,78210000000.0,563160000.0,17850000000.0,11740000000.0,60360000000.0,60360000000.0,17450000000,10270000000,,23050000000,-373460000,
72550000000,11670000000,-6360000000.0,10640000000,-3760000000,3170000000,715000000,2022-12-31,PDES.JK,11670000000,14880000000,9680000000,266160000000.0,14420000000.0,230840000000.0,155780000000.0,35320000000.0,41650000000.0,105530000000,14420000000,,202820000000,-220430000,-221130000.0
105700000000,6500000000,-2200000000.0,7150000000,293030000,2350000000,715000000,2023-03-31,PDES.JK,6500000000,11640000000,13670000000,267640000000.0,21060000000.0,224680000000.0,168730000000.0,42960000000.0,44180000000.0,107690000000,21060000000,,200610000000,9350000000,9350000000.0
58120000000,4730000000,-3260000000.0,13570000000,-703350000,13690000000,715000000,2023-06-30,PDES.JK,4730000000,9130000000,14280000000,261050000000.0,16570000000.0,205460000000.0,154170000000.0,55590000000.0,57360000000.0,90150000000,16570000000,,197210000000,632550000,-1090000000.0
103130000000,9760000000,-3940000000.0,5800000000,-955560000,3570000000,715000000,2023-09-30,PDES.JK,9760000000,11990000000,19430000000,263570000000.0,36170000000.0,203290000000.0,152250000000.0,60280000000.0,60840000000.0,88190000000,36170000000,,189780000000,17090000000,18520000000.0
101560000000,5190000000,-3570000000.0,11060000000,-863810000,4300000000,715000000,2023-12-31,PDES.JK,5190000000,7600000000,12060000000,265920000000.0,26320000000.0,193810000000.0,150460000000.0,72110000000.0,66980000000.0,80990000000,26320000000,,183530000000,-7540000000,-9200000000.0
109680000000,6590000000,-4340000000.0,7670000000,-357960000,1650000000,715000000,2024-03-31,PDES.JK,6590000000,8390000000,16579999999,284030000000.0,48700000000.0,205440000000.0,149580000000.0,78590000000.0,67800000000.0,92290000000,48700000000,,180140000000,24120000000,24080000000.0
73980000000,5050000000,-2900000000.0,930870000,-2280000000,1780000000,715000000,2024-06-30,PDES.JK,5050000000,6950000000,19490000000,264079999999.0,28380000000.0,193490000000.0,149830000000.0,70590000000.0,69750000000.0,83400000000,28380000000,,176970000000,-18040000000,-20010000000.0
453600000000,23740000000,-2730000000.0,26890000000,-14020000000,6250000000,3110000000,2022-12-31,TRIS.JK,23740000000,34540000000,104040000000,1180000000000.0,102820000000.0,465780000000.0,250860000000.0,712020000000.0,460970000000.0,409730000000,109940000000,,361150000000,62620000000,46950000000.0
376550000000,46490000000,-5250000000.0,38210000000,-7500000000,16950000000,3110000000,2023-03-31,TRIS.JK,46490000000,57020000000,94020000000,1190000000000.0,116640000000.0,466440000000.0,212510000000.0,721670000000.0,476100000000.0,407940000000,123760000000,,368790000000,78440000000,55710000000.0
304290000000,18440000000,-5090000000.0,16629999999,-3840000000,7950000000,3110000000,2023-06-30,TRIS.JK,18440000000,27430000000,72050000000,1160000000000.0,94920000000.0,446120000000.0,242780000000.0,712650000000.0,463510000000.0,385070000000,102040000000,,359810000000,-32070000000,-33890000000.0
364400000000,13080000000,-2670000000.0,15420000000,-5150000000,3190000000,3110000000,2023-09-30,TRIS.JK,13080000000,28510000000,77510000000,1160000000000.0,114190000000.0,438600000000.0,241070000000.0,721570000000.0,467250000000.0,377600000000,121350000000,,353030000000,43430000000,34100000000.0
427620000000,15600000000,-4330000000.0,20800000000,-6390000000,10010000000,3110000000,2023-12-31,TRIS.JK,15600000000,24910000000,103440000000,1170000000000.0,110640000000.0,444850000000.0,242430000000.0,724740000000.0,466480000000.0,384510000000,119900000000,,363700000000,27220000000,13160000000.0
344640000000,39420000000,-5080000000.0,35640000000,-8510000000,14610000000,3120000000,2024-03-31,TRIS.JK,39420000000,50470000000,90380000000,1170000000000.0,123730000000.0,413480000000.0,203510000000.0,753840000000.0,482280000000.0,352540000000,132680000000,,363920000000,64480000000,56460000000.0
351990000000,22630000000,-3330000000.0,22440000000,-6570000000,6650000000,3120000000,2024-06-30,TRIS.JK,22630000000,34380000000,84000000000,1210000000000.0,127800000000.0,464760000000.0,235840000000.0,741860000000.0,478370000000.0,389060000000,139820000000,,370520000000,20500000000,2850000000.0
39980000000,291220000,-25950000.0,3250000000,-277940000,3280000000,331130000,2022-12-31,DPNS.JK,291220000,763980000,9740000000,405680000000.0,30800000000.0,75720000000.0,0.0,329960000000.0,297660000000.0,29860000000,148710000000,,149680000000,-478780000,-249540000.0
39660000000,6490000000,-16730000.0,6110000000,-1700000000,4910000000,331130000,2023-03-31,DPNS.JK,6490000000,6960000000,13100000000,388050000000.0,28010000000.0,51510000000.0,0.0,336540000000.0,304730000000.0,3280000000,155000000000,,150470000000,5900000000,5890000000.0
22520000000,-2840000000,-10940000.0,1530000000,187930000,1960000000,331130000,2023-06-30,DPNS.JK,-2840000000,-2450000000,3240000000,399360000000.0,44600000000.0,60800000000.0,0.0,338560000000.0,307000000000.0,11090000000,171340000000,,150740000000,14600000000,14590000000.0
25750000000,3180000000,-15110000.0,6960000000,-979790000,6180000000,331130000,2023-09-30,DPNS.JK,3180000000,3560000000,8449999999,394640000000.0,65970000000.0,59640000000.0,0.0,335000000000.0,303630000000.0,9250000000,165370000000,,152740000000,2930000000,2700000000.0
28270000000,2930000000,-10240000.0,4640000000,-450410000,4110000000,331130000,2023-12-31,DPNS.JK,2930000000,3290000000,9390000000,347050000000.0,56350000000.0,15280000000.0,0.0,331770000000.0,331770000000.0,7560000000,183670000000,,93930000000,9860000000,9770000000.0
17840000000,-1970000000,-18010000.0,3200000000,-89380000,2670000000,331130000,2024-03-31,DPNS.JK,-1970000000,-1930000000,4470000000,344750000000.0,38660000000.0,14420000000.0,0.0,330330000000.0,330330000000.0,6130000000,197790000000,,94380000000,17290000000,17290000000.0
17230000000,63570000,-5480000.0,5100000000,-466390000,4320000000,331130000,2024-06-30,DPNS.JK,63570000,369440000,4310000000,346140000000.0,39860000000.0,13990000000.0,0.0,332150000000.0,332150000000.0,6080000000,203430000000,,94490000000,6830000000,6770000000.0
988180000,64830000,0.0,43440000,-84040000,44990000,2120000000,2022-12-31,HADE.JK,64830000,224400000.0,364290000,14990000000.0,1270000000.0,1760000000.0,0.0,13230000000.0,8340000000.0,707660000,2520000000,,10720000000,-332620000,-343320000.0
999290000,-94410000,0.0,-100840000,0,-98990000,2120000000,2023-03-31,HADE.JK,-94410000,66239999.0,196590000,14870000000.0,1020000000.0,1740000000.0,0.0,13130000000.0,8240000000.0,660270000,2260000000,,10710000000,-107010000,-252560000.0
1010000000,-400750000,0.0,-410520000,9630000,-230210000,2120000000,2023-06-30,HADE.JK,-400750000,-237460000.0,83690000,14400000000.0,658320000.0,1670000000.0,0.0,12730000000.0,8020000000.0,562490000,1910000000,,10560000000,-357410000,-357410000.0
1010000000,-65620000,0.0,-68230000,4810000,-53840000,2120000000,2023-09-30,HADE.JK,-65620000,97090000.0,227920000,14370000000.0,434760000.0,1700000000.0,0.0,12670000000.0,7960000000.0,562310000,1680000000,,10400000000,-223570000,-223570000.0
998240000,-83180000,0.0,-81650000,-30730000,-62370000,2120000000,2023-12-31,HADE.JK,-83180000,79530000.0,189430000,14370000000.0,972700000.0,1839999999.0,0.0,12530000000.0,7880000000.0,622520000,2220000000,,10260000000,537950000,537950000.0
972200000,-326200000,0.0,-328320000,0,-220300000,2120000000,2024-03-31,HADE.JK,-326200000,-163330000.0,12380000,14040000000.0,817520000.0,1850000000.0,0.0,12200000000.0,7660000000.0,596860000,2069999999,,10110000000,-143380000,-155180000.0
990970000,-183910000,,-139700000,0,-95590000,2120000000,2024-06-30,HADE.JK,-183910000,,161220000,13820000000.0,745690000.0,1770000000.0,,12060000000.0,7570000000.0,483550000,1990000000,,9950000000,-71830000,-71830000.0
110340000000,2260000000,-1490000000.0,1300000000,989790000,2280000000,1859999999,2022-12-31,DSFI.JK,2260000000,3900000000,12370000000,390820000000.0,15710000000.0,154540000000.0,82570000000.0,236280000000.0,236140000000.0,125520000000,22710000000,,158220000000,44010000,-1920000000.0
148730000000,8410000000,-1580000000.0,6440000000,-1420000000,5010000000,1859999999,2023-03-31,DSFI.JK,8410000000,10090000000,20790000000,397340000000.0,28580000000.0,156030000000.0,81510000000.0,241300000000.0,241150000000.0,125030000000,28580000000,,158190000000,7090000000,7030000000.0
132639999999,6380000000,-1760000000.0,4030000000,-896870000,3130000000,1859999999,2023-06-30,DSFI.JK,6380000000,8029999999,17220000000,412060000000.0,18990000000.0,167630000000.0,99690000000.0,244430000000.0,244280000000.0,135350000000,25990000000,,159930000000,-16680000000,-20000000000.0
149020000000,5220000000,-1690000000.0,4870000000,-1070000000,3800000000,1859999999,2023-09-30,DSFI.JK,5220000000,6910000000,17380000000,411440000000.0,12840000000.0,163210000000.0,88170000000.0,248230000000.0,248080000000.0,132840000000,19840000000,,156530000000,4179999999,3980000000.0
129199999999,2790000000,-1700000000.0,245940000,-109160000,137650000,1859999999,2023-12-31,DSFI.JK,2790000000,4460000000,14920000000,411940000000.0,14140000000.0,161440000000.0,85820000000.0,250500000000.0,250340000000.0,130430000000,21140000000,,160010000000,6410000000,5780000000.0
146100000000,5060000000,-1839999999.0,3830000000,-832980000,3000000000,1859999999,2024-03-31,DSFI.JK,5060000000,6689999999,18810000000,415680000000.0,22600000000.0,162180000000.0,96110000000.0,253500000000.0,253340000000.0,131169999999,29600000000,,158990000000,-1510000000,-2300000000.0
138250000000,5870000000,-1690000000.0,5880000000,-1320000000,4560000000,1859999999,2024-06-30,DSFI.JK,5870000000,7510000000,21030000000,423040000000.0,38120000000.0,164980000000.0,91120000000.0,258060000000.0,257899999999.0,133960000000,38120000000,,158200000000,13840000000,12990000000.0
1430000000000,38810000000,-112780000.0,40770000000,-467500000,40280000000,507670000,2022-12-31,ALKA.JK,38810000000,39000000000.0,39580000000,638950000000.0,427980000000.0,455180000000.0,77200000.0,183770000000.0,176190000000.0,454370000000,427980000000,,12580000000,375280000000,375710000000.0
705700000000,2630000000,-25520000.0,4520000000,-15760000,4500000000,507670000,2023-03-31,ALKA.JK,2630000000,6340000000.0,6310000000,739180000000.0,562020000000.0,556630000000.0,202320000.0,182550000000.0,178290000000.0,554820000000,562020000000,,12200000000,141250000000,137020000000.0
535450000000,-3560000000,-25520000.0,-278770000,15980000,-255840000,507670000,2023-06-30,ALKA.JK,-3560000000,-3330000000.0,-458930000,659800000000.0,432590000000.0,473030000000.0,131169999.0,186770000000.0,182520000000.0,471340000000,432590000000,,11450000000,-134320000000,-133789999999.0
491880000000,10700000000,,3880000000,112000,3860000000,507670000,2023-09-30,ALKA.JK,10700000000,10910000000.0,16090000000,566720000000.0,333560000000.0,370530000000.0,116170000.0,196190000000.0,191920000000.0,368800000000,333560000000,,11240000000,-104530000000,-104530000000.0
158050000000,25260000000,-1270000000.0,35180000000,-1280000000,33869999999,507670000,2023-12-31,ALKA.JK,25260000000,,36640000000,339740000000.0,316110000000.0,131389999999.0,135000000.0,208360000000.0,208790000000.0,128979999999,316110000000,,12320000000,-12980000000,-9740000000.0
13820000000,1839999999,-20250000.0,-1580000000,334000,-1620000000,507670000,2024-03-31,ALKA.JK,1839999999,5570000000.0,4760000000,329400000000.0,265029999999.0,120270000000.0,86170000.0,209130000000.0,209060000000.0,117900000000,265029999999,,11360000000,-49210000000,-52900000000.0
15760000000,528299999,-19330000.0,-559030000,111000,-615490000,507670000,2024-06-30,ALKA.JK,528299999,712150000.0,3900000000,292260000000.0,180970000000.0,88050000000.0,105000000.0,204210000000.0,204100000000.0,85680000000,180970000000,,11120000000,-79290000000,-79750000000.0
595520000000,-31070000000,-924750000.0,-31530000000,6360000000,-25170000000,3600000,2022-12-31,SCPI.JK,-31070000000,-24450000000,-15330000000,1359999999999.0,164080000000.0,376090000000.0,7750000000.0,985340000000.0,985340000000.0,343780000000,164080000000,,301360000000,262550000000,259790000000.0
581070000000,89610000000,-75130000.0,87930000000,-14570000000,73360000000,3600000,2023-03-31,SCPI.JK,89610000000,96920000000,98450000000,1420000000000.0,222850000000.0,359000000000.0,8390000000.0,1060000000000.0,1060000000000.0,324500000000,222850000000,,300490000000,56900000000,54780000000.0
652530000000,81610000000,-32850000.0,79280000000,-17910000000,61370000000,3600000,2023-06-30,SCPI.JK,81610000000,88860000000,91860000000,1540000000000.0,302470000000.0,595170000000.0,7680000000.0,940060000000.0,940060000000.0,559720000000,302470000000,,292010000000,85230000000,84380000000.0
1010000000000,164350000000,-57080000.0,163780000000,-36990000000,126790000000,3600000,2023-09-30,SCPI.JK,164350000000,171540000000,175020000000,1540000000000.0,207680000000.0,474840000000.0,7620000000.0,1070000000000.0,1070000000000.0,437740000000,207680000000,,287250000000,86540000000,83340000000.0
507300000000,-95920000000,-788630000.0,-91590000000,17770000000,-73820000000,3600000,2023-12-31,SCPI.JK,-95920000000,-79740000000,-69510000000,1420000000000.0,123150000000.0,580900000000.0,5670000000.0,840450000000.0,840450000000.0,543200000000,123150000000,,274720000000,85010000000,65269999999.0
692840000000,61980000000,-119170000.0,61970000000,-14460000000,47510000000,3600000,2024-03-31,SCPI.JK,61980000000,68390000000,74700000000,1630000000000.0,197600000000.0,740700000000.0,6270000000.0,887960000000.0,887960000000.0,700180000000,197600000000,,291130000000,100230000000,78180000000.0
657600000000,82450000000,,83150000000,-19050000000,64090000000,3600000,2024-06-30,SCPI.JK,82450000000,88830000000,94070000000,1660000000000.0,128050000000.0,711470000000.0,4800000000.0,952060000000.0,952060000000.0,670280000000,128050000000,,307160000000,-48220000000,-70900000000.0
5560000000,478740000,-11960000.0,475310000,-351700000,123580000,3440000000,2022-12-31,AWAN.JK,478740000,855300000,3380000000,24610000000.0,7510000000.0,3860000000.0,1010000000.0,20750000000.0,20750000000.0,2260000000.0,7510000000.0,,9010000000.0,,
5430000000,132990000,-4530000.0,150310000,-131430000,18960000,2690000000,2023-03-31,AWAN.JK,132990000,387090000,2680000000,,,,,,,,,,,-11000000000.0,-11210000000.0
6370000000,-2400000000,-61050000.0,-2380000000,91160000,-2290000000,3440000000,2023-06-30,AWAN.JK,-2400000000,-1250000000,2330000000,93390000000.0,54260000000.0,4980000000.0,2410000000.0,88410000000.0,88410000000.0,2350000000.0,54260000000.0,,19970000000.0,2510000000.0,-4750000000.0
11360000000,2700000000,-157070000.0,3050000000,-459060000,2600000000,3440000000,2023-09-30,AWAN.JK,2700000000,4350000000,7120000000,96220000000.0,43190000000.0,5220000000.0,1760000000.0,91000000000.0,91000000000.0,2670000000.0,43190000000.0,,24260000000.0,-8660000000.0,-12910000000.0
8630000000,341500000,-203720000.0,927570000,-630710000,296720000,3440000000,2023-12-31,AWAN.JK,341500000,1010000000,6600000000,97710000000.0,29450000000.0,6400000000.0,1110000000.0,91320000000.0,91320000000.0,3480000000.0,29450000000.0,,46240000000.0,2920000000.0,-8760000000.0
11580000000,1480000000,-99420000.0,2089999999,-515860000,1580000000,3440000000,2024-03-31,AWAN.JK,1480000000,3360000000,6170000000,98980000000.0,22560000000.0,5800000000.0,1030000000.0,93190000000.0,92900000000.0,2960000000.0,22560000000.0,,44720000000.0,-4630000000.0,-4650000000.0
11000000000,216200000,-59080000.0,332190000,-215450000,154660000,3440000000,2024-06-30,AWAN.JK,216200000,1470000000,6450000000,98420000000.0,19610000000.0,5120000000.0,955240000.0,93300000000.0,93050000000.0,1800000000.0,19610000000.0,,44000000000.0,-2450000000.0,-2840000000.0
522159999999,41340000000,-8890000000.0,33310000000,-7770000000,25540000000,1290000000,2022-12-31,ERTX.JK,41340000000,48570000000,62360000000,1240000000000.0,17580000000.0,872220000000.0,653350000000.0,365980000000.0,365960000000.0,589270000000,17580000000,,543000000000,-19500000000,-27750000000.0
489180000000,31660000000,-10290000000.0,20640000000,-3100000000,17540000000,1290000000,2023-03-31,ERTX.JK,31660000000,39080000000,52180000000,1210000000000.0,40460000000.0,837910000000.0,643620000000.0,369790000000.0,369780000000.0,564470000000,40460000000,,522809999999,16170000000,9340000000.0
427830000000,21530000000,-10120000000.0,13740000000,-2390000000,11350000000,1290000000,2023-06-30,ERTX.JK,21530000000,28950000000,43980000000,1130000000000.0,54010000000.0,763170000000.0,558510000000.0,366200000000.0,366180000000.0,464940000000,54010000000,,527659999999,113860000000,101660000000.0
400730000000,22490000000,-10770000000.0,4630000000,10760000,4640000000,1290000000,2023-09-30,ERTX.JK,22490000000,30160000000,35420000000,1230000000000.0,59430000000.0,852010000000.0,664050000000.0,382210000000.0,382190000000.0,532350000000,59430000000,,548030000000,-56970000000,-69580000000.0
522490000000,19790000000,-11630000000.0,11540000000,-3580000000,7960000000,1290000000,2023-12-31,ERTX.JK,19790000000,27800000000,48020000000,1240000000000.0,53410000000.0,855180000000.0,622530000000.0,386040000000.0,386030000000.0,538100000000,53410000000,,553390000000,46220000000,32600000000.0
468440000000,21560000000,-11040000000.0,9370000000,-1480000000,7880000000,1290000000,2024-03-31,ERTX.JK,21560000000,29700000000,43420000000,1240000000000.0,94360000000.0,833630000000.0,610100000000.0,405510000000.0,405490000000.0,516409999999,94360000000,,566830000000,76090000000,69420000000.0
374810000000,11540000000,-15430000000.0,-3590000000,-32040000,-3630000000,1290000000,2024-06-30,ERTX.JK,11540000000,20090000000,29190000000,1210000000000.0,41640000000.0,795750000000.0,608410000000.0,415130000000.0,415110000000.0,470880000000,41640000000,,590600000000,-18130000000,-32290000000.0
25120000000,-7990000000,-483180000.0,-7430000000,-3270000000,-10700000000,350000000,2022-12-31,LRNA.JK,-7990000000,-1760000000,-1060000000,225380000000.0,1190000000.0,54680000000.0,15250000000.0,170710000000.0,170710000000.0,23690000000,1190000000,,207710000000,12870000000,9990000000.0
18490000000,-2580000000,-289590000.0,-2109999999,0,-2109999999,350000000,2023-03-31,LRNA.JK,-2580000000,-783150000,3180000000,223370000000.0,628430000.0,54770000000.0,14240000000.0,168600000000.0,168600000000.0,23840000000,628430000,,205210000000,323700000,323700000.0
29320000000,4870000000,-247800000.0,5510000000,0,5510000000,350000000,2023-06-30,LRNA.JK,4870000000,6330000000,12140000000,226590000000.0,1500000000.0,52480000000.0,12820000000.0,174110000000.0,174110000000.0,21540000000,1500000000,,207370000000,4120000000,38890000.0
22740000000,-1680000000,-442300000.0,-1260000000,0,-1260000000,350000000,2023-09-30,LRNA.JK,-1680000000,-58520000,4590000000,225150000000.0,293530000.0,52290000000.0,12430000000.0,172850000000.0,172850000000.0,21360000000,293530000,,203700000000,-2029999999,-1560000000.0
22420000000,-3100000000,-98020000.0,-2580000000,-338480000,-2920000000,350000000,2023-12-31,LRNA.JK,-3100000000,-1589999999,3410000000,359300000000.0,986480000.0,52720000000.0,12380000000.0,306580000000.0,306580000000.0,21340000000,986480000,,341250000000,3710000000,3480000000.0
19060000000,-10040000000,-174340000.0,-9440000000,0,-9440000000,350000000,2024-03-31,LRNA.JK,-10040000000,-1370000000,-3930000000,348910000000.0,2530000000.0,51770000000.0,10650000000.0,297140000000.0,297140000000.0,20380000000,2530000000,,328250000000,-2450000000,
28530000000,-4540000000,-268890000.0,-3790000000,0,-3790000000,350000000,2024-06-30,LRNA.JK,-4540000000,4120000000,3200000000,344060000000.0,1430000000.0,50710000000.0,10530000000.0,293350000000.0,293350000000.0,19330000000,1430000000,,320720000000,3850000000,
9800000000.0,-1080000000.0,-9210000000.0,-10300000000.0,0.0,-10120000000.0,12310000000.0,2022-09-30,MAMI.JK,-1080000000.0,728680000.0,1880000000.0,1770000000000.0,3100000000.0,534059999999.0,304830000000.0,1230000000000.0,1220000000000.0,234400000000.0,3100000000.0,,1540000000000.0,94500000.0,94500000.0
,,,,,,,2022-12-31,MAMI.JK,,,,,,,,,,,,,,,
,,,,,,,2023-03-31,MAMI.JK,,,,,,,,,,,,,,,
,,,,,,,2023-06-30,MAMI.JK,,,,,,,,,,,,,,,
,,,,,,,2023-09-30,MAMI.JK,,,,,,,,,,,,,,,
,,,,,,,2023-12-31,MAMI.JK,,,,,,,,,,,,,,,
,,,,,,,2024-03-31,MAMI.JK,,,,,,,,,,,,,,,
11080000000,-297050000,0.0,635260000,-359100000,276160000,591830000,2022-12-31,INTD.JK,-297050000,-233850000,2900000000,44090000000.0,21600000000.0,3830000000.0,0.0,40260000000.0,40260000000.0,1450000000,21600000000,,1580000000,-621840000,-621840000.0
15320000000,1200000000,0.0,1580000000,-221530000,1359999999,591830000,2023-03-31,INTD.JK,1200000000,1300000000,3670000000,51080000000.0,28900000000.0,9360000000.0,0.0,41710000000.0,41720000000.0,7270000000,28900000000,,1500000000,7520000000,
