total_revenue,gross_income,operating_income,interest_expense_non_operating,pretax_income,income_taxes,net_income,diluted_shares_outstanding,ebitda,ebit,date,symbol,total_assets,cash_and_short_term_investments,cash_only,total_non_current_assets,total_liabilities,total_current_liabilities,total_equity,stockholders_equity,total_debt,total_cash_and_due_from_banks,net_operating_cash_flow,free_cash_flow
21750000000,3290000000,127380000,-106580000.0,97180000,-85500000,11680000,2700000000.0,636530000.0,127380000,2024-03-31,NTBK.JK,131050000000.0,12360000000.0,12360000000.0,21650000000.0,35990000000.0,30620000000.0,95060000000.0,95060000000.0,896660000.0,,746730000.0,671510000.0
16370000000,3000000000,359910000,-72530000.0,116310000,-109740000,6570000,2700000000.0,834630000.0,359910000,2024-06-30,NTBK.JK,137950000000.0,5900000000.0,5900000000.0,21350000000.0,43360000000.0,37880000000.0,94590000000.0,94590000000.0,5790000000.0,,-10950000000.0,-10960000000.0
86140000000,-4380000000,-11740000000,-2500000000.0,-12890000000,-7130000000,-19930000000,2190000000.0,-6640000000.0,-11740000000,2022-12-31,ALTO.JK,1020000000000.0,1370000000.0,1370000000.0,870700000000.0,674410000000.0,187320000000.0,348920000000.0,347380000000.0,111040000000.0,,-12010000000.0,-14310000000.0
76110000000,6530000000,-117340000,-2690000000.0,-2880000000,58630000,-2810000000,2190000000.0,4670000000.0,-117340000,2023-03-31,ALTO.JK,1020000000000.0,5040000000.0,5040000000.0,866780000000.0,674060000000.0,186310000000.0,346100000000.0,344570000000.0,117690000000.0,,5500000000.0,4680000000.0
73720000000,5810000000,-1080000000,-2680000000.0,-3520000000,58630000,-3450000000,2190000000.0,3410000000.0,-1080000000,2023-06-30,ALTO.JK,1020000000000.0,1210000000.0,1210000000.0,862900000000.0,674840000000.0,191010000000.0,342640000000.0,341120000000.0,114910000000.0,,431960000.0,-114400000.0
82850000000,8470000000,418890000,-2780000000.0,-2560000000,58630000,-2500000000,2190000000.0,4970000000.0,418890000,2023-09-30,ALTO.JK,1010000000000.0,1130000000.0,1130000000.0,859000000000.0,669250000000.0,188420000000.0,340130000000.0,338630000000.0,115610000000.0,,-4590000000.0,-5180000000.0
53970000000,9660000000,-11030000000,-2370000000.0,-13680000000,-3450000000,-17090000000,2190000000.0,-6800000000.0,-11030000000,2023-12-31,ALTO.JK,983290000000.0,7670000000.0,7670000000.0,851820000000.0,659520000000.0,172610000000.0,323770000000.0,322300000000.0,117870000000.0,,-3600000000.0,-3620000000.0
27980000000,5470000000,12680000,-557710000.0,626600000,-2690000000,-2049999999,2190000000.0,4170000000.0,12680000,2024-03-31,ALTO.JK,972480000000.0,6720000000.0,6720000000.0,845360000000.0,650770000000.0,163560000000.0,321710000000.0,320250000000.0,117420000000.0,,-842760000.0,-842760000.0
16379999999,-2600000000,-9710000000,-659460000.0,-9160000000,443600000,-8670000000,2190000000.0,-5689999999.0,-9710000000,2024-06-30,ALTO.JK,957040000000.0,3410000000.0,3410000000.0,840690000000.0,644050000000.0,155900000000.0,312990000000.0,311580000000.0,116980000000.0,,-4330000000.0,-4330000000.0
17880000000,2650000000,813240000,-604990000.0,168180000,15730000,183910000,1280000000.0,1560000000.0,813240000,2022-09-30,HOPE.JK,194540000000.0,212430000.0,212430000.0,70520000000.0,72910000000.0,70180000000.0,121630000000.0,121620000000.0,37800000000.0,,-5740000000.0,
4890000000,-584660000,-3060000000,-904060000.0,-3960000000,31460000,-3930000000,2130000000.0,-2320000000.0,-3060000000,2023-03-31,HOPE.JK,177510000000.0,136450000.0,136450000.0,69000000000.0,59620000000.0,57600000000.0,117890000000.0,117880000000.0,38020000000.0,,-457870000.0,-642330000.0
25830000000,7530000000,4640000000,-618200000.0,4019999999,0,4019999999,2130000000.0,5380000000.0,4640000000,2023-06-30,HOPE.JK,182220000000.0,2540000000.0,2540000000.0,68260000000.0,60310000000.0,58290000000.0,121910000000.0,121890000000.0,37640000000.0,,2790000000.0,2780000000.0
6150000000,1730000000,-349670000,-1310000000.0,-1660000000,5080000,-1660000000,1280000000.0,335380000.0,-349670000,2023-09-30,HOPE.JK,171750000000.0,70950000.0,70950000.0,67580000000.0,51230000000.0,49200000000.0,120520000000.0,120510000000.0,37570000000.0,,-2700000000.0,-2630000000.0
2029999999,-3770000000,-6610000000,-995020000.0,-7550000000,1940000000,-5610000000,2130000000.0,-5920000000.0,-6610000000,2023-12-31,HOPE.JK,181970000000.0,91530000.0,91530000.0,68800000000.0,66920000000.0,64890000000.0,115050000000.0,115040000000.0,55260000000.0,,-17660000000.0,-17730000000.0
3910000000,-308060000,-2340000000,-1600000000.0,-3950000000,36550000,-3910000000,2130000000.0,-1670000000.0,-2340000000,2024-03-31,HOPE.JK,176940000000.0,48970000.0,48970000.0,68220000000.0,65790000000.0,63740000000.0,111150000000.0,111140000000.0,55250000000.0,,-22590000.0,-27490000.0
2430000000,-2340000000,-5430000000,-1940000000.0,-7370000000,-12180000,-7380000000,2130000000.0,-4770000000.0,-5430000000,2024-06-30,HOPE.JK,177640000000.0,346450000.0,346450000.0,67360000000.0,73640000000.0,71570000000.0,104000000000.0,103990000000.0,63230000000.0,,7200000000.0,
48880000000,11910000000,4410000000,-1230000000.0,2630000000,-637220000,1990000000,1080000000.0,4860000000.0,4410000000,2023-03-31,SMLE.JK,,,,,,,,,,,-3620000000.0,-4130000000.0
43440000000,10580000000,1020000000,-745420000.0,321360000,-94880000,226480000,1859999999.0,1460000000.0,1020000000,2023-06-30,SMLE.JK,86060000000.0,1270000000.0,1270000000.0,21890000000.0,63450000000.0,52200000000.0,22610000000.0,22610000000.0,23390000000.0,,1060000000.0,997070000.0
58090000000,14470000000,2660000000,-586410000.0,1450000000,-630780000,820280000,3290000000.0,3070000000.0,2660000000,2024-03-31,SMLE.JK,177760000000.0,66330000000.0,66330000000.0,24650000000.0,75120000000.0,65760000000.0,102640000000.0,102640000000.0,22090000000.0,,-11730000000.0,-13760000000.0
55470000000,13360000000,2400000000,-634100000.0,217220000,-90150000,127140000,2330000000.0,2800000000.0,2400000000,2024-06-30,SMLE.JK,183640000000.0,67150000000.0,67150000000.0,35200000000.0,80720000000.0,67450000000.0,102920000000.0,102920000000.0,25930000000.0,,7000000000.0,1630000000.0
23220000000,-9560000000,-13950000000,-335330000.0,-16940000000,-2760000000,-23230000000,3300000000.0,-6250000000.0,-13950000000,2022-12-31,EPAC.JK,296270000000.0,2000000000.0,2000000000.0,276340000000.0,181290000000.0,33250000000.0,114990000000.0,121130000000.0,97380000000.0,,12950000000.0,519030000.0
27210000000,2840000000,-1320000000,-2960000000.0,-7710000000,-14050000,-6420000000,2480000000.0,6130000000.0,-1320000000,2023-03-31,EPAC.JK,295890000000.0,2180000000.0,2180000000.0,270410000000.0,187970000000.0,30090000000.0,107920000000.0,115360000000.0,99150000000.0,,-15710000000.0,
21270000000,769900000,-3690000000,-1560000000.0,-5200000000,761310000,-3850000000,3300000000.0,2180000000.0,-3690000000,2023-06-30,EPAC.JK,288310000000.0,1650000000.0,1650000000.0,266700000000.0,184830000000.0,32770000000.0,103480000000.0,111500000000.0,93770000000.0,,9640000000.0,
31630000000,2340000000,-3280000000,-2890000000.0,-6090000000,493800000,-4680000000,3300000000.0,1589999999.0,-3280000000,2023-09-30,EPAC.JK,285740000000.0,3210000000.0,3210000000.0,261589999999.0,187850000000.0,39660000000.0,97890000000.0,106810000000.0,92250000000.0,,4700000000.0,2420000000.0
31170000000,-484290000,-7300000000,-4190000000.0,-9510000000,-1300000000,-13220000000,3300000000.0,-926110000.0,-7300000000,2023-12-31,EPAC.JK,283650000000.0,2060000000.0,2060000000.0,262740000000.0,197750000000.0,40460000000.0,85890000000.0,92550000000.0,102120000000.0,,6320000000.0,5760000000.0
31030000000,3760000000,-1350000000,-3780000000.0,-4740000000,20500000,-5000000000,3300000000.0,4590000000.0,-1350000000,2024-03-31,EPAC.JK,283140000000.0,2680000000.0,2680000000.0,258190000000.0,202230000000.0,45650000000.0,80910000000.0,87320000000.0,100480000000.0,,4460000000.0,3070000000.0
31350000000,2560000000,-2690000000,-1839999999.0,-4139999999,-339580000,-4660000000,3300000000.0,3260000000.0,-2690000000,2024-06-30,EPAC.JK,276540000000.0,2500000000.0,2500000000.0,252730000000.0,200460000000.0,45270000000.0,76080000000.0,82360000000.0,97220000000.0,,1350000000.0,1110000000.0
62990000000,12930000000,8830000000,-3400000000.0,6270000000,-1630000000,4640000000,940720000.0,11320000000.0,8830000000,2022-12-31,ITIC.JK,553210000000.0,1580000000.0,1580000000.0,400520000000.0,188890000000.0,144220000000.0,364320000000.0,364320000000.0,153200000000.0,,9320000000.0,9050000000.0
60750000000,15310000000,9770000000,-3500000000.0,6250000000,-2100000000,4150000000,940720000.0,12110000000.0,9770000000,2023-03-31,ITIC.JK,551400000000.0,1900000000.0,1900000000.0,399830000000.0,182880000000.0,144940000000.0,368520000000.0,368520000000.0,145690000000.0,,9540000000.0,9220000000.0
67560000000,18210000000,11950000000,-3250000000.0,8760000000,-2120000000,6640000000,940720000.0,14380000000.0,11950000000,2023-06-30,ITIC.JK,543210000000.0,1380000000.0,1380000000.0,402190000000.0,172710000000.0,139720000000.0,370500000000.0,370500000000.0,136979999999.0,,17750000000.0,12970000000.0
70730000000,18660000000,13520000000,-3060000000.0,10480000000,-2410000000,8070000000,940720000.0,15970000000.0,13520000000,2023-09-30,ITIC.JK,543730000000.0,708370000.0,708370000.0,403500000000.0,165110000000.0,137030000000.0,378620000000.0,378620000000.0,128320000000.0,,11710000000.0,8039999999.0
73550000000,18770000000,13570000000,-2850000000.0,10720000000,-2620000000,8100000000,940720000.0,16020000000.0,13570000000,2023-12-31,ITIC.JK,560350000000.0,2280000000.0,2280000000.0,418980000000.0,162420000000.0,138900000000.0,397930000000.0,397930000000.0,119780000000.0,,16489999999.0,10160000000.0
74550000000,16680000000,10760000000,-2980000000.0,7740000000,-2270000000,5460000000,940720000.0,13120000000.0,10760000000,2024-03-31,ITIC.JK,595790000000.0,5640000000.0,5640000000.0,417110000000.0,192390000000.0,140820000000.0,403400000000.0,403400000000.0,151600000000.0,,-28060000000.0,-28550000000.0
72600000000,13830000000,7130000000,-3380000000.0,4040000000,-1090000000,2950000000,940720000.0,9570000000.0,7130000000,2024-06-30,ITIC.JK,588670000000.0,1020000000.0,1020000000.0,415360000000.0,187010000000.0,139190000000.0,401660000000.0,401660000000.0,145280000000.0,,7120000000.0,6380000000.0
646250000000,63260000000,20660000000,-4210000000.0,24660000000,-14270000000,10390000000,410000000.0,47980000000.0,20660000000,2022-12-31,GDYR.JK,1940000000000.0,141110000000.0,141110000000.0,1070000000000.0,1230000000000.0,1230000000000.0,706140000000.0,706140000000.0,196510000000.0,,-70580000000.0,-93850000000.0
670730000000,67690000000,24240000000,-6060000000.0,6080000000,-2220000000,3860000000,410000000.0,50040000000.0,24240000000,2023-03-31,GDYR.JK,1839999999999.0,177300000000.0,177300000000.0,1030000000000.0,1160000000000.0,1160000000000.0,683950000000.0,683950000000.0,214820000000.0,,49600000000.0,20640000000.0
555130000000,56370000000,12660000000,-5730000000.0,-1410000000,-3140000000,-4550000000,410000000.0,39200000000.0,12660000000,2023-06-30,GDYR.JK,1819999999999.0,100890000000.0,100890000000.0,1010000000000.0,1140000000000.0,1130000000000.0,679270000000.0,679270000000.0,247290000000.0,,-79020000000.0,-107000000000.0
734350000000,94640000000,55650000000,-5240000000.0,66360000000,-2630000000,63720000000,410000000.0,82540000000.0,55650000000,2023-09-30,GDYR.JK,1830000000000.0,102380000000.0,102380000000.0,1040000000000.0,1060000000000.0,1060000000000.0,765160000000.0,765160000000.0,129250000000.0,,150770000000.0,115620000000.0
645970000000,88090000000,39810000000,-8119999999.0,30490000000,-5630000000,24870000000,410000000.0,67129999999.0,39810000000,2023-12-31,GDYR.JK,1740000000000.0,93690000000.0,93690000000.0,1070000000000.0,955500000000.0,930950000000.0,785220000000.0,785220000000.0,131360000000.0,,38770000000.0,16260000000.0
634000000000,80720000000,38840000000,-3460000000.0,45620000000,-9850000000,35770000000,410000000.0,66560000000.0,38840000000,2024-03-31,GDYR.JK,1760000000000.0,128139999999.0,128139999999.0,1070000000000.0,917430000000.0,891900000000.0,844800000000.0,844800000000.0,95230000000.0,,85700000000.0,67239999999.0
663070000000,84750000000,38100000000,-2040000000.0,45270000000,-9720000000,35550000000,410000000.0,66060000000.0,38100000000,2024-06-30,GDYR.JK,1839999999999.0,165970000000.0,165970000000.0,1040000000000.0,933240000000.0,909590000000.0,908580000000.0,908580000000.0,39730000000.0,,103960000000.0,92670000000.0
84940000000,31260000000,18250000000,-35830000.0,13880000000,-3190000000,11180000000,800000000.0,18830000000.0,18250000000,2022-12-31,KMDS.JK,233320000000.0,18960000000.0,18960000000.0,92290000000.0,48250000000.0,44420000000.0,185070000000.0,184560000000.0,866540000.0,,-10100000000.0,-4410000000.0
78100000000,22750000000,13720000000,-30710000.0,14970000000,-3360000000,12070000000,800000000.0,14310000000.0,13720000000,2023-03-31,KMDS.JK,243510000000.0,38050000000.0,38050000000.0,92650000000.0,46440000000.0,42510000000.0,197080000000.0,196640000000.0,1060000000.0,,19010000000.0,18920000000.0
79900000000,26070000000,14700000000,-33830000.0,14770000000,-3290000000,11910000000,800000000.0,15300000000.0,14700000000,2023-06-30,KMDS.JK,234280000000.0,32670000000.0,32670000000.0,92640000000.0,54160000000.0,49970000000.0,180130000000.0,179740000000.0,1500000000.0,,13030000000.0,12980000000.0
80740000000,26590000000,15840000000,-60090000.0,14780000000,-3340000000,13100000000,800000000.0,16430000000.0,15840000000,2023-09-30,KMDS.JK,243810000000.0,43330000000.0,43330000000.0,93420000000.0,50680000000.0,46720000000.0,193130000000.0,192850000000.0,1160000000.0,,10680000000.0,10590000000.0
99560000000,30300000000,16890000000,-63970000.0,16960000000,-3800000000,14330000000,800000000.0,17540000000.0,16890000000,2023-12-31,KMDS.JK,245150000000.0,36780000000.0,36780000000.0,94400000000.0,37540000000.0,32840000000.0,207610000000.0,207280000000.0,1010000000.0,,5900000000.0,4680000000.0
88300000000,28220000000,16530000000,-43780000.0,16110000000,-3590000000,13290000000,800000000.0,17160000000.0,16530000000,2024-03-31,KMDS.JK,266480000000.0,46450000000.0,46450000000.0,94590000000.0,45580000000.0,41000000000.0,220900000000.0,220570000000.0,862620000.0,,9910000000.0,9850000000.0
81680000000,25990000000,14600000000,-35510000.0,13900000000,-3120000000,11710000000,800000000.0,15220000000.0,14600000000,2024-06-30,KMDS.JK,246120000000.0,38970000000.0,38970000000.0,93560000000.0,43120000000.0,38620000000.0,203000000000.0,202680000000.0,714270000.0,,10330000000.0,10290000000.0
64650000000,-9860000000,-15660000000,-15900000.0,-13870000000,2850000000,-11020000000,1170000000.0,-12530000000.0,-15660000000,2022-12-31,SSTM.JK,456580000000.0,1720000000.0,1720000000.0,222570000000.0,217930000000.0,164180000000.0,238650000000.0,238650000000.0,0.0,,-1440000000.0,-171810000.0
68390000000,4930000000,1580000000,-17520000.0,1920000000,-467110000,1450000000,1170000000.0,4450000000.0,1580000000,2023-03-31,SSTM.JK,437560000000.0,2300000000.0,2300000000.0,219020000000.0,197460000000.0,143680000000.0,240100000000.0,240100000000.0,0.0,,570750000.0,570750000.0
44960000000,3469999999,-573120000,-16190000.0,64379999,-121310000,-56930000,1170000000.0,2440000000.0,-573120000,2023-06-30,SSTM.JK,422020000000.0,2230000000.0,2230000000.0,215660000000.0,181980000000.0,128419999999.0,240040000000.0,240040000000.0,0.0,,-62130000.0,-62130000.0
69450000000,3469999999,-148500000,-13630000.0,200760000,-101910000,98850000,1170000000.0,2850000000.0,-148500000,2023-09-30,SSTM.JK,400520000000.0,3390000000.0,3390000000.0,213730000000.0,160370000000.0,106780000000.0,240140000000.0,240140000000.0,0.0,,2540000000.0,1160000000.0
41650000000,-10570000000,-13500000000,-15180000.0,-10180000000,2450000000,-7730000000,1170000000.0,-10790000000.0,-13500000000,2023-12-31,SSTM.JK,439170000000.0,2380000000.0,2380000000.0,213210000000.0,203310000000.0,152880000000.0,235860000000.0,235860000000.0,0.0,,-1010000000.0,-1010000000.0
61740000000,5230000000,2180000000,-56590000.0,6689999999,-690680000,6000000000,1170000000.0,4750000000.0,2180000000,2024-03-31,SSTM.JK,427060000000.0,3150000000.0,3150000000.0,210230000000.0,185200000000.0,134770000000.0,241860000000.0,241860000000.0,0.0,,1260000000.0,767750000.0
45520000000,2210000000,-1290000000,-51440000.0,3390000000,131560000,3520000000,1170000000.0,1280000000.0,-1290000000,2024-06-30,SSTM.JK,412840000000.0,2750000000.0,2750000000.0,207600000000.0,167460000000.0,117030000000.0,245380000000.0,245380000000.0,0.0,,-399410000.0,-399410000.0
66330000000,11140000000,7590000000,-488470000.0,7240000000,-1750000000,5490000000,1630000000.0,,7590000000,2022-09-30,KRYA.JK,188890000000.0,33030000000.0,33000000000.0,43780000000.0,85930000000.0,67560000000.0,102960000000.0,101980000000.0,30390000000.0,,-17280000000.0,-17640000000.0
39560000000,1150000000,-1720000000,-453440000.0,-2040000000,-1090000000,-3120000000,1630000000.0,-1010000000.0,-1720000000,2022-12-31,KRYA.JK,155010000000.0,29150000000.0,17800000000.0,44440000000.0,56040000000.0,37590000000.0,98960000000.0,97980000000.0,25120000000.0,,1750000000.0,143740000.0
32570000000,3870000000,1480000000,-329550000.0,1350000000,-877000000,468120000,1660000000.0,2200000000.0,1480000000,2023-03-31,KRYA.JK,150230000000.0,27240000000.0,15890000000.0,44690000000.0,44780000000.0,26800000000.0,105450000000.0,104470000000.0,20970000000.0,,-1830000000.0,-1980000000.0
17970000000,-7680000000,-10950000000,-340040000.0,-11390000000,-566800000,-11940000000,1630000000.0,-10130000000.0,-10950000000,2023-06-30,KRYA.JK,133900000000.0,27480000000.0,16129999999.0,46650000000.0,42900000000.0,23820000000.0,91000000000.0,90030000000.0,22720000000.0,,3270000000.0,3190000000.0
37470000000,15810000000,13670000000,-336250000.0,13720000000,-994380000,12720000000,1660000000.0,14520000000.0,13670000000,2023-09-30,KRYA.JK,164030000000.0,26190000000.0,14840000000.0,46180000000.0,60250000000.0,42380000000.0,103780000000.0,102810000000.0,27550000000.0,,-5720000000.0,-6200000000.0
59070000000,5590000000,1640000000,-1120000000.0,798620000,-72710000,713810000,1660000000.0,2430000000.0,1640000000,2024-03-31,KRYA.JK,209500000000.0,18980000000.0,18980000000.0,45310000000.0,104420000000.0,88740000000.0,105080000000.0,104090000000.0,50960000000.0,,-274650000.0,-440890000.0
56860000000,5780000000,1410000000,-932990000.0,338660000,30,334270000,1660000000.0,2190000000.0,1410000000,2024-06-30,KRYA.JK,195890000000.0,19710000000.0,19710000000.0,45060000000.0,90470000000.0,75760000000.0,105420000000.0,104430000000.0,55970000000.0,,-3400000000.0,-3880000000.0
66410000000,26990000000,1440000000,-3950000000.0,-2320000000,-4790000000,-7180000000,1080000000.0,4689999999.0,1440000000,2022-12-31,APII.JK,564390000000.0,26930000000.0,15720000000.0,252050000000.0,186710000000.0,174910000000.0,377680000000.0,364180000000.0,122960000000.0,,1420000000.0,-2510000000.0
80080000000,43280000000,14250000000,-3620000000.0,10510000000,-2480000000,7410000000,1080000000.0,16790000000.0,14250000000,2023-03-31,APII.JK,575090000000.0,31630000000.0,20420000000.0,270220000000.0,189450000000.0,174750000000.0,385630000000.0,371520000000.0,122180000000.0,,17710000000.0,5500000000.0
67900000000,33689999999,5170000000,-3590000000.0,4059999999,-1120000000,2860000000,1080000000.0,7980000000.0,5170000000,2023-06-30,APII.JK,570160000000.0,24170000000.0,13040000000.0,273529999999.0,181660000000.0,166980000000.0,388500000000.0,374310000000.0,114880000000.0,,5580000000.0,-6660000000.0
86190000000,44920000000,17100000000,-3670000000.0,10980000000,-3290000000,7130000000,1080000000.0,19950000000.0,17100000000,2023-09-30,APII.JK,581570000000.0,20780000000.0,9690000000.0,292280000000.0,185180000000.0,170910000000.0,396390000000.0,381340000000.0,113330000000.0,,13530000000.0,-2870000000.0
64950000000,47370000000,16710000000,-3660000000.0,15790000000,-3790000000,11590000000,1080000000.0,19580000000.0,16710000000,2023-12-31,APII.JK,600740000000.0,30470000000.0,19180000000.0,292320000000.0,190290000000.0,175770000000.0,410450000000.0,392550000000.0,126690000000.0,,-6130000000.0,4450000000.0
77040000000,38090000000,6370000000,-4130000000.0,3990000000,-1930000000,1790000000,1080000000.0,9390000000.0,6370000000,2024-03-31,APII.JK,615430000000.0,20070000000.0,8780000000.0,320150000000.0,203070000000.0,185270000000.0,412360000000.0,394200000000.0,134750000000.0,,27380000000.0,-14240000000.0
76550000000,39860000000,6880000000,-4130000000.0,10410000000,-1370000000,8630000000,1080000000.0,9780000000.0,6880000000,2024-06-30,APII.JK,617960000000.0,19360000000.0,8070000000.0,327760000000.0,196640000000.0,179210000000.0,421320000000.0,402750000000.0,132320000000.0,,3610000000.0,-2610000000.0
108790000000,52970000000,46860000000,0.0,48590000000,0,48590000000,7000000000.0,54110000000.0,46860000000,2022-12-31,HATM.JK,716250000000.0,105140000000.0,105140000000.0,530850000000.0,16829999999.0,16320000000.0,699410000000.0,699410000000.0,0.0,,41310000000.0,-215510000000.0
96210000000,31430000000,23800000000,-1480000000.0,24700000000,0,24700000000,7000000000.0,35390000000.0,23800000000,2023-03-31,HATM.JK,907650000000.0,25220000000.0,15220000000.0,762110000000.0,183540000000.0,58030000000.0,724110000000.0,724110000000.0,147500000000.0,,15510000000.0,-220590000000.0
158130000000,75670000000,67340000000,-2810000000.0,64830000000,0,64830000000,7000000000.0,81650000000.0,67340000000,2023-06-30,HATM.JK,964480000000.0,74390000000.0,54390000000.0,747750000000.0,204030000000.0,78510000000.0,760450000000.0,760450000000.0,140000000000.0,,85170000000.0,85170000000.0
136979999999,52530000000,45160000000,-2590000000.0,43200000000,0,43200000000,7000000000.0,54290000000.0,45160000000,2023-09-30,HATM.JK,962890000000.0,86260000000.0,46260000000.0,745830000000.0,159250000000.0,33729999999.0,803640000000.0,803640000000.0,132500000000.0,,32180000000.0,32180000000.0
184360000000,76970000000,66200000000,-2540000000.0,65450000000,0,65450000000,7000000000.0,81500000000.0,66200000000,2023-12-31,HATM.JK,1050000000000.0,121630000000.0,121630000000.0,731220000000.0,176750000000.0,80860000000.0,869080000000.0,869080000000.0,124690000000.0,,43160000000.0,43050000000.0
149990000000,40750000000,30030000000,-2380000000.0,29270000000,0,29270000000,7000000000.0,45760000000.0,30030000000,2024-03-31,HATM.JK,1090000000000.0,183780000000.0,183780000000.0,727480000000.0,227040000000.0,131160000000.0,858740000000.0,858740000000.0,117210000000.0,,121240000000.0,121240000000.0
217140000000,71580000000,55720000000,-2069999999.0,55250000000,0,55250000000,7000000000.0,71840000000.0,55720000000,2024-06-30,HATM.JK,1070000000000.0,181720000000.0,181720000000.0,711730000000.0,154780000000.0,58890000000.0,913980000000.0,913980000000.0,109730000000.0,,5800000000.0,5800000000.0
13100000000,8850000000,737300000,-1560000000.0,-468010000,467540000,-466000,450000000.0,2060000000.0,737300000,2022-12-31,SNLK.JK,203040000000.0,22560000000.0,22560000000.0,177360000000.0,53360000000.0,13830000000.0,149680000000.0,149680000000.0,40520000000.0,,3750000000.0,3230000000.0
9250000000,6020000000,-1490000000,,-1180000000,0,-1180000000,450000000.0,442680000.0,-1490000000,2023-03-31,SNLK.JK,195530000000.0,21770000000.0,21770000000.0,170110000000.0,47040000000.0,13710000000.0,148490000000.0,148490000000.0,34310000000.0,,380330000.0,-789570000.0
10290000000,6130000000,-2940000000,,-2740000000,0,-2740000000,450000000.0,-967080000.0,-2940000000,2023-06-30,SNLK.JK,189710000000.0,16030000000.0,16030000000.0,169130000000.0,43960000000.0,10630000000.0,145750000000.0,145750000000.0,31090000000.0,,-1500000000.0,-2240000000.0
